,Bedrock_t,Bedrock_t_low,Bedrock_t_high,Bedrock_bars,Bedrock_humidity,Bedrock_wind_speed,Bedrock_wind_deg,Bedrock_rain_short,Bedrock_rain_long,Bedrock_snow,Bedrock_clouds,Bedrock_weather_main,Bedrock_weather_description,Gotham City_t,Gotham City_t_low,Gotham City_t_high,Gotham City_bars,Gotham City_humidity,Gotham City_wind_speed,Gotham City_wind_deg,Gotham City_rain_short,Gotham City_rain_long,Gotham City_snow,Gotham City_clouds,Gotham City_weather_main,Gotham City_weather_description,New New York_t,New New York_t_low,New New York_t_high,New New York_bars,New New York_humidity,New New York_wind_speed,New New York_wind_deg,New New York_rain_short,New New York_rain_long,New New York_snow,New New York_clouds,New New York_weather_main,New New York_weather_description,Paperopoli_t,Paperopoli_t_low,Paperopoli_t_high,Paperopoli_bars,Paperopoli_humidity,Paperopoli_wind_speed,Paperopoli_wind_deg,Paperopoli_rain_short,Paperopoli_rain_long,Paperopoli_snow,Paperopoli_clouds,Paperopoli_weather_main,Paperopoli_weather_description,Springfield_t,Springfield_t_low,Springfield_t_high,Springfield_bars,Springfield_humidity,Springfield_wind_speed,Springfield_wind_deg,Springfield_rain_short,Springfield_rain_long,Springfield_snow,Springfield_clouds,Springfield_weather_main,Springfield_weather_description,power_consumption
25,285.676,285.676,285.676,995,68,1,276,0.0,0.0,0.0,0,clear,sky is clear,278.978,278.978,278.978,1028,83,1,210,0.0,0.0,0.0,62,clouds,broken clouds,282.651,282.651,282.651,1036,94,2,38,0.0,0.0,0.0,56,clouds,broken clouds,277.577,277.577,277.577,966,92,1,294,0.0,0.0,0.0,56,clouds,broken clouds,286.95,286.95,286.95,1021,54,1,157,0.0,0.0,0.0,24,clouds,few clouds,31947.0
26,286.4,286.4,286.4,994,66,1,206,0.0,0.0,0.0,0,clear,sky is clear,279.2985,279.2985,279.2985,1027,82,1,157,0.0,0.0,0.0,48,clouds,scattered clouds,283.5875,283.5875,283.5875,1035,91,2,44,0.0,0.0,0.0,28,clouds,scattered clouds,278.588,278.588,278.588,965,88,1,248,0.0,0.0,0.0,28,clouds,scattered clouds,286.95,286.95,286.95,1021,59,1,157,0.0,0.0,0.0,12,clouds,few clouds,32078.0
27,281.8165,281.8165,281.8165,1015,79,1,302,0.3,0.0,0.0,50,rain,light rain,276.68765625,276.68765625,276.68765625,1031,85,1,198,0.0,0.0,0.0,0,clear,sky is clear,281.079,281.079,281.079,1033,91,3,32,0.0,0.0,0.0,32,clouds,scattered clouds,274.9915,274.9915,274.9915,1000,87,1,108,0.0,0.0,0.0,0,clear,sky is clear,284.87,284.87,284.87,1028,70,2,341,0.3,0.0,0.0,62,rain,light rain,34796.0
28,283.01,283.01,283.01,1030,80,1,133,0.3,0.0,0.0,8,rain,light rain,281.69334375,281.69334375,281.69334375,1030,72,1,221,0.0,0.0,0.0,0,clear,sky is clear,284.685,284.685,284.685,1028,74,3,49,0.0,0.0,0.0,0,clear,sky is clear,280.385,280.385,280.385,1030,72,1,204,0.0,0.0,0.0,0,clear,sky is clear,284.11834375,284.11834375,284.11834375,1030,78,0,307,0.3,0.0,0.0,64,rain,light rain,36195.0
29,278.95,278.95,278.95,1033,94,1,303,0.0,0.0,0.0,46,clouds,scattered clouds,273.145,273.145,273.145,1032,94,1,192,0.0,0.0,0.0,6,clear,sky is clear,276.905,276.905,276.905,1039,87,3,51,0.0,0.0,0.0,0,clear,sky is clear,267.7175,267.7175,267.7175,971,67,1,182,0.0,0.0,0.0,0,clear,sky is clear,284.35,284.35,284.35,1029,85,2,320,0.0,0.0,0.0,0,clear,sky is clear,25146.0
30,278.05,278.05,278.05,1033,95,1,302,0.0,0.0,0.0,24,clouds,few clouds,272.67965625,272.67965625,272.67965625,1032,97,1,198,0.0,0.0,0.0,4,clear,sky is clear,276.651,276.651,276.651,1039,87,3,51,0.0,0.0,0.0,0,clear,sky is clear,267.376,267.376,267.376,971,67,1,34,0.0,0.0,0.0,0,clear,sky is clear,284.15,284.15,284.15,1030,88,3,325,0.0,0.0,0.0,0,clear,sky is clear,23889.0
31,276.05,276.05,276.05,1034,95,1,286,0.0,0.0,0.0,0,clear,sky is clear,271.523,271.523,271.523,1033,97,1,188,0.0,0.0,0.0,4,clear,sky is clear,276.524,276.524,276.524,1040,88,3,49,0.0,0.0,0.0,0,clear,sky is clear,266.774,266.774,266.774,973,66,1,32,0.0,0.0,0.0,0,clear,sky is clear,283.35,283.35,283.35,1030,87,1,315,0.0,0.0,0.0,0,clear,sky is clear,22551.0
32,284.25,284.25,284.25,1037,68,2,296,0.0,0.0,0.0,0,clear,sky is clear,275.98334375,275.98334375,275.98334375,1037,85,1,214,0.0,0.0,0.0,22,clouds,few clouds,278.274,278.274,278.274,1042,93,3,55,0.0,0.0,0.0,0,clear,sky is clear,269.524,269.524,269.524,974,70,1,40,0.0,0.0,0.0,0,clear,sky is clear,287.66,287.66,287.66,1032,55,2,312,0.0,0.0,0.0,0,clear,sky is clear,28448.0
33,289.05,289.05,289.05,1037,46,3,145,0.0,0.0,0.0,0,clear,sky is clear,282.572,282.572,282.572,1038,66,1,203,0.0,0.0,0.0,68,clouds,broken clouds,286.949,286.949,286.949,1042,79,5,50,0.0,0.0,0.0,0,clear,sky is clear,283.599,283.599,283.599,975,64,1,287,0.0,0.0,0.0,32,clouds,scattered clouds,288.85,288.85,288.85,1032,46,1,157,0.0,0.0,0.0,0,clear,sky is clear,28237.0
34,281.766,281.766,281.766,1038,76,1,199,0.0,0.0,0.0,0,clear,sky is clear,280.15534375,280.15534375,280.15534375,1039,76,1,204,0.0,0.0,0.0,68,clouds,broken clouds,285.93034375,285.93034375,285.93034375,1036,79,4,49,0.0,0.0,0.0,0,clear,sky is clear,278.397,278.397,278.397,997,75,1,252,0.0,0.0,0.0,0,clear,sky is clear,284.8303125,284.8303125,284.8303125,1037,69,1,267,0.0,0.0,0.0,0,clear,sky is clear,27507.0
35,280.25,280.25,280.25,1040,79,6,223,0.0,0.0,0.0,0,clear,sky is clear,277.089,277.089,277.089,1041,83,1,196,0.0,0.0,0.0,38,clouds,scattered clouds,281.23400000000004,281.23400000000004,281.23400000000004,1045,91,4,50,0.0,0.0,0.0,0,clear,sky is clear,270.334,270.334,270.334,978,69,1,311,0.0,0.0,0.0,0,clear,sky is clear,282.54,282.54,282.54,1036,71,0,6,0.0,0.0,0.0,0,clear,sky is clear,28221.0
36,277.05,277.05,277.05,1041,76,1,310,0.0,0.0,0.0,0,clear,sky is clear,273.9475,273.9475,273.9475,1041,91,1,184,0.0,0.0,0.0,32,clouds,scattered clouds,278.148,278.148,278.148,1046,86,3,55,0.0,0.0,0.0,0,clear,sky is clear,269.248,269.248,269.248,979,69,1,29,0.0,0.0,0.0,0,clear,sky is clear,284.76,284.76,284.76,1035,41,1,292,0.0,0.0,0.0,0,clear,sky is clear,23840.0
37,290.95,290.95,290.95,1039,37,6,254,0.0,0.0,0.0,0,clear,sky is clear,284.94434375,284.94434375,284.94434375,1042,60,1,199,0.0,0.0,0.0,24,clouds,few clouds,284.663,284.663,284.663,1048,88,4,68,0.0,0.0,0.0,0,clear,sky is clear,283.763,283.763,283.763,981,62,1,44,0.0,0.0,0.0,0,clear,sky is clear,287.27,287.27,287.27,1034,46,1,135,0.0,0.0,0.0,0,clear,sky is clear,34579.0
38,286.1833125,286.1833125,286.1833125,1040,61,1,240,0.0,0.0,0.0,0,clear,sky is clear,284.375,284.375,284.375,1041,72,1,197,0.0,0.0,0.0,0,clear,sky is clear,288.225,288.225,288.225,1041,71,4,59,0.0,0.0,0.0,0,clear,sky is clear,283.275,283.275,283.275,1021,59,1,19,0.0,0.0,0.0,0,clear,sky is clear,286.1583125,286.1583125,286.1583125,1039,65,2,257,0.0,0.0,0.0,5,clear,sky is clear,33696.0
39,280.26040625,280.26040625,280.26040625,1039,70,1,257,0.0,0.0,0.0,0,clear,sky is clear,278.251,278.251,278.251,1040,89,1,193,0.0,0.0,0.0,0,clear,sky is clear,283.076,283.076,283.076,1043,85,4,59,0.0,0.0,0.0,0,clear,sky is clear,273.001,273.001,273.001,1011,89,1,153,0.0,0.0,0.0,0,clear,sky is clear,283.801,283.801,283.801,1038,72,2,279,0.0,0.0,0.0,0,clear,sky is clear,31420.0
40,275.14265625,275.14265625,275.14265625,1039,85,1,260,0.0,0.0,0.0,0,clear,sky is clear,276.226,276.226,276.226,1039,89,1,192,0.0,0.0,0.0,0,clear,sky is clear,280.8343125,280.8343125,280.8343125,1039,91,4,58,0.0,0.0,0.0,0,clear,sky is clear,269.926,269.926,269.926,1042,96,0,271,0.0,0.0,0.0,0,clear,sky is clear,282.94265625,282.94265625,282.94265625,1038,74,2,301,0.0,0.0,0.0,0,clear,sky is clear,24899.0
41,280.5315,280.5315,280.5315,1038,63,1,253,0.0,0.0,0.0,0,clear,sky is clear,276.3975,276.3975,276.3975,1039,87,1,199,0.0,0.0,0.0,0,clear,sky is clear,280.34475,280.34475,280.34475,1045,89,4,56,0.0,0.0,0.0,0,clear,sky is clear,269.76975,269.76975,269.76975,995,72,0,277,0.0,0.0,0.0,0,clear,sky is clear,282.4615,282.4615,282.4615,1033,68,3,310,0.0,0.0,0.0,0,clear,sky is clear,23505.0
42,279.797,279.797,279.797,1035,64,3,271,0.0,0.0,0.0,0,clear,sky is clear,275.9756875,275.9756875,275.9756875,1037,84,2,219,0.0,0.0,0.0,0,clear,sky is clear,277.8145,277.8145,277.8145,1045,89,3,54,0.0,0.0,0.0,0,clear,sky is clear,268.5185,268.5185,268.5185,977,65,1,210,0.0,0.0,0.0,0,clear,sky is clear,282.317,282.317,282.317,1032,64,1,331,0.0,0.0,0.0,0,clear,sky is clear,22426.0
43,282.5835,282.5835,282.5835,1034,49,2,298,0.0,0.0,0.0,0,clear,sky is clear,277.90765625,277.90765625,277.90765625,1036,80,2,212,0.0,0.0,0.0,0,clear,sky is clear,278.5706875,278.5706875,278.5706875,1039,90,2,46,0.0,0.0,0.0,0,clear,sky is clear,270.42065625,270.42065625,270.42065625,1018,84,0,173,0.0,0.0,0.0,0,clear,sky is clear,284.14465625,284.14465625,284.14465625,1032,62,3,330,0.0,0.0,0.0,0,clear,sky is clear,29951.0
44,292.4,292.4,292.4,1031,28,12,251,0.0,0.0,0.0,0,clear,sky is clear,282.877,282.877,282.877,1034,69,1,238,0.0,0.0,0.0,0,clear,sky is clear,285.983,285.983,285.983,1043,84,2,61,0.0,0.0,0.0,0,clear,sky is clear,282.933,282.933,282.933,974,74,1,280,0.0,0.0,0.0,0,clear,sky is clear,290.36,290.36,290.36,1026,53,2,270,0.0,0.0,0.0,0,clear,sky is clear,31218.0
45,293.95,293.95,293.95,1030,26,17,241,0.0,0.0,0.0,0,clear,sky is clear,285.961,285.961,285.961,1033,60,1,244,0.0,0.0,0.0,0,clear,sky is clear,287.4343125,287.4343125,287.4343125,1039,75,2,58,0.0,0.0,0.0,0,clear,sky is clear,283.72265625,283.72265625,283.72265625,973,71,1,264,0.0,0.0,0.0,0,clear,sky is clear,288.64434375,288.64434375,288.64434375,1031,61,2,287,0.0,0.0,0.0,0,clear,sky is clear,30458.0
46,292.681,292.681,292.681,1030,38,9,244,0.0,0.0,0.0,0,clear,sky is clear,286.599,286.599,286.599,1033,60,1,255,0.0,0.0,0.0,0,clear,sky is clear,288.8856875,288.8856875,288.8856875,1036,67,2,56,0.0,0.0,0.0,0,clear,sky is clear,284.51234375,284.51234375,284.51234375,972,69,1,248,0.0,0.0,0.0,0,clear,sky is clear,288.51565625,288.51565625,288.51565625,1030,64,2,260,0.0,0.0,0.0,0,clear,sky is clear,29836.0
47,290.15,290.15,290.15,1027,32,5,306,0.0,0.0,0.0,0,clear,sky is clear,278.45634375,278.45634375,278.45634375,1031,92,1,245,0.0,0.0,0.0,0,clear,sky is clear,281.448,281.448,281.448,1032,90,1,42,0.0,0.0,0.0,0,clear,sky is clear,272.53134375,272.53134375,272.53134375,991,79,1,196,0.0,0.0,0.0,0,clear,sky is clear,285.53665625,285.53665625,285.53665625,1024,74,2,94,0.0,0.0,0.0,0,clear,sky is clear,31900.0
48,284.95,284.95,284.95,1026,31,9,294,0.0,0.0,0.0,0,clear,sky is clear,277.6215,277.6215,277.6215,1033,93,1,273,0.9,0.0,0.0,70,rain,moderate rain,276.27,276.27,276.27,1038,80,1,21,0.0,0.0,0.0,64,clouds,broken clouds,267.945,267.945,267.945,969,67,0,194,0.0,0.0,0.0,8,clear,sky is clear,287.85,287.85,287.85,1022,84,3,359,0.0,0.0,0.0,0,clear,sky is clear,19500.0
49,284.15,284.15,284.15,1026,34,8,301,0.0,0.0,0.0,0,clear,sky is clear,279.62634375,279.62634375,279.62634375,1033,96,1,300,0.9,0.0,0.0,92,rain,moderate rain,278.281,278.281,278.281,1034,90,2,52,0.0,0.0,0.0,34,clouds,scattered clouds,269.6715,269.6715,269.6715,970,72,1,116,0.0,0.0,0.0,38,clouds,scattered clouds,285.857,285.857,285.857,1024,85,2,56,0.0,0.0,0.0,0,clear,sky is clear,20182.0
50,285.55,285.55,285.55,1028,38,2,288,0.0,0.0,0.0,0,clear,sky is clear,280.1136875,280.1136875,280.1136875,1034,97,1,318,0.9,0.0,0.0,92,rain,moderate rain,280.223,280.223,280.223,1038,86,2,36,0.0,0.0,0.0,20,clouds,few clouds,271.398,271.398,271.398,971,78,1,39,0.0,0.0,0.0,68,clouds,broken clouds,287.35,287.35,287.35,1023,82,1,22,0.0,0.0,0.0,0,clear,sky is clear,22121.0
51,286.08334375,286.08334375,286.08334375,1030,59,3,24,0.0,0.0,0.0,4,clear,sky is clear,277.358,277.358,277.358,1035,92,1,105,0.9,0.0,0.0,22,rain,moderate rain,288.07434375,288.07434375,288.07434375,1036,66,3,44,0.0,0.0,0.0,2,clear,sky is clear,279.8116875,279.8116875,279.8116875,971,81,2,55,0.0,0.0,0.0,0,clear,sky is clear,286.95334375,286.95334375,286.95334375,1028,70,2,34,0.0,0.0,0.0,2,clear,sky is clear,26520.0
52,278.95,278.95,278.95,1034,86,1,348,0.0,0.0,0.0,0,clear,sky is clear,271.7395,271.7395,271.7395,1033,99,0,176,0.0,0.0,0.0,0,clear,sky is clear,280.595,280.595,280.595,1037,90,3,58,0.0,0.0,0.0,8,clear,sky is clear,271.495,271.495,271.495,972,83,2,32,0.0,0.0,0.0,0,clear,sky is clear,284.15,284.15,284.15,1030,74,1,337,0.0,0.0,0.0,64,clouds,broken clouds,25272.0
